store,country,lang,reviewId,date,userName,rating,appVersion,thumbsUp,title,text,replyDate,replyText,url
App Store,sg,,5049975232,2019-10-30T10:26:07Z,gwenyipsw,1,,0,Definitely not the best pregnancy/ parenting app around,"Messy, pretty much just a forum that’s more for discussion rather than to provide parents with information. Honestly still not too sure what is the focus of the app.",,"Hey parent, 
Sorry you feel that way about our app. Breaks our heart to know that you feel this way about us. Have you taken our app for a proper spin? 
We offer much more than just a forum - from a pregnancy and baby tracker to articles and media to watch with your kids. 
I hope you give us a shot and explore our app a little before writing us off.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,4246198916,2019-06-01T14:22:21Z,ohxpearl,1,,0,Error???,Kept asking me to show love to 3 topics when there are only 2,,"We are sorry you had to face this. We have fixed the bugs since then and have added tonnes of new features. Please check them out and let us know what you think! Again, your feedback is much appreciated.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,4240148532,2019-05-31T12:18:02Z,Lovise xie,1,,0,Couldn’t even log in,It keep asking me to show 3 love topic but there are only 2 for me to choose. I’m Stuck there...,,"We are sorry you had to face this. We have fixed the bugs since then and have added tonnes of new features. Please check them out and let us know what you think! Again, your feedback is much appreciated.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,12822715584,2025-06-27T09:33:38Z,Remy Martell Chivas,2,,0,Irritating adv,Previously it’s good… now the adv is getting irritating,,"Hi there, thank you for sharing your honest feedback. We’re sorry to hear the ads have been affecting your experience with the app.

We understand how frustrating it can feel when the experience becomes too disruptive compared to before. Your feedback has been noted and will be shared with the team as we continue working to improve the balance between content and ads for our users.

We truly appreciate your continued support and hope we can provide a better experience moving forward.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,11320453626,2024-05-29T15:22:17Z,smpoh,2,,0,Too much negative headlines and notifications,"Content is great and plentiful but perhaps a bit too much sometimes it can overwhelming.

I think the app is trying too hard to get users to engaged with the app regularly such that it has resorted to use negative and fearful headlines in their notifications.

Sometimes it could just be a question posted by a random parent and they could make it an alarming message. Words such as ‘warning signs’, ‘dangerous’, ‘death’ should be used sparingly so as not to cause paranoia to parents or parents-to-be.",,"Hi, Smpoh! We value your input! We recognize the notification wording might have caused unnecessary worry - our goal is to support you, not cause alarm. We sincerely apologize if the notifications felt pushy. Your health and your baby's health are our absolute priority, and we're here to guide and encourage you every step of the way. We welcome your feedback to improve our communication. Feel free to reach out if you have any questions or concerns. Thank you for being part of our community!",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,10127497024,2023-07-11T08:14:03Z,Jcjcjc14,2,,0,App always crash,"Have been using this app for awhile and recently, the app keeps crashing just by clicking on the daily update on baby growth or any other posts. Very annoying!",,We regret that you aren’t finding our app helpful. You can write to us at app.feedback@theasianparent.com to give your suggestions.,https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,10000756401,2023-06-05T05:59:35Z,CLE9000,2,,0,Tracker page error,Having some technical issue recently that the tracker page not working. I’ve been log in for few days and try to tap on tracker to update the child day to day but the page wasn’t moving or functioning.,,Please write to us at app.feedback@theasianparent.com to raise your concerns. Thanks!,https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9554906355,2023-01-28T04:06:24Z,HSFHsf13,2,,0,Kick counter function kept on crashing.,Lost all my data halfway through while tracking and I have to keep restarting,,"Hi, Parent. We apologize for the inconvenience you may have experienced with our pregnancy & parenting app.  Please clear your cache and try once again. If you still experience the same problem after clearing the cache, write to us at app.feedback@theasianparent.com. Please encourage us with a 5★ rating! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9172711219,2022-10-11T05:56:57Z,Princess LAV,2,,0,Why now got so many advertisements,(11 October) Why now got so many advertisements?! There’s always one advertisement after reading one post! It’s so irritating!!,,"Hello, Parent! Thank you for the feedback and suggestions. We have conveyed this to the related team. Look forward to our next app updates. Do encourage us further by giving us a five-star review. Thank you! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8912213931,2022-07-26T03:33:04Z,bananadawg,2,,0,Unable to log in,"Heard a lot of good things about the app but big problem (at least for me) in logging in. I’m able to log in on the web but perpetually unable to log in via the app (kept asking me to “enter to correct password”). Tried resetting password couple of times, deleting and reinstalling the app etc but didn’t work. Disappointing :(",,"Hi, Parent. We apologize for the inconvenience you may have experienced with our pregnancy & parenting app. Please clear your cache and try once again. If you still experience the same problem after clearing the cache, write to us at app.feedback@theasianparent.com. Please encourage us with a 5★ rating! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8865558431,2022-07-12T08:46:10Z,priscillazbsl,2,,0,inconsiderate,"i lost my baby at 8 weeks. i’ve been receiving notification like “hi mummy, im 8 weeks x days, 9 weeks x days and today 10 weeks.” even though i already declared loss of baby and turned on healing mode. thanks for reminding me that if my baby didnt die, my baby wld be 10 weeks today.",,"Hi Parent. Sorry for the trouble you have experienced. Please send an email with your feedback and account details to app.feedback@theasianparent.com, so that we can help to resolve the issue without delay. Thank you! ",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8481342837,2022-03-21T23:45:57Z,jewelzseo,2,,0,Search post,After update i cant no longer search keywords on post! Please fix it asap because thats what i use the most,,"Hi Parent. This issue has been resolved now. Thanks for bringing this to our notice. If you like your experience on the app now, do encourage us with a 5-star rating!

",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,13983374804,2026-04-22T00:33:28Z,zyzeejoe,3,,0,Login issues,Been using this app for my 1st 2 pregnancy. My fav pregnancy app. But then now i cannot login in using my contact number. Been uninstalling and reinstalling to login but in vain.,,"Hi there, thank you for being with us through both of your pregnancies 💛 We’re really sorry to hear you’re having trouble logging in with your contact number.

Could you please reach out to our support team via the app or email us at app.feedback@theasianparent.com with your registered number and device details? We’d love to help get this resolved for you as soon as possible.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,13441128753,2025-11-25T23:44:58Z,Fustypopsicle,3,,0,Lost of Historical Records,"Hi there,

Thank you for developing this app.

I have experienced a few system issues and have tried to feedback.

1. The feedback section in the app is not working. I have never been able to submit my feedback in the app.

2. I have left information on the contact us page a few months ago. Nobody has responded to me.

3. I am trying to access historical information that I have keyed in. But I realised that the app doesn’t store information beyond a month :(

I hope to receive your reply and rectification please.",,"Hi there, thank you for taking the time to share this detailed feedback, and we’re really sorry for the frustrating experience you’ve had.

We sincerely apologise that your previous feedback submissions and contact request went unanswered. We also understand how disappointing it must be to realise your historical records are not accessible beyond a month.

Our team would like to investigate these issues further, especially regarding the feedback function and data history. Please contact us at and share your registered account details, device model, and screenshots if possible to app.feedback@theasianparent.com. We’ll make sure the team looks into this properly.

Thank you again for highlighting these issues — feedback like yours helps us improve the app experience for all parents.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,11151113928,2024-04-12T22:49:35Z,mingleming,3,,0,"The app is really informative, but feeds the fear of newborn parents","Imagine with headers such as 
‘You need to stop this now’ 
‘ it is too late to do so and so’ 

Can really make you feel as though you are not doing a good job taking care of yourself and your baby during pregnancy",,"Thank you for sharing your feedback with us. We understand that the tone of our push notification headers may have inadvertently caused some concern. Please rest assured that our intention is to provide helpful reminders and support during your pregnancy journey. We apologize if the wording came across as overly alarming. Your well-being and that of your baby are our top priorities, and we're here to offer guidance and encouragement every step of the way. We'll take your feedback into consideration as we strive to improve our messaging to better meet your needs. If you have any further concerns or suggestions, please don't hesitate to reach out to us. Thank you for being a valued member of our community!",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8579449708,2022-04-18T05:23:44Z,Yuki Kawasaki,3,,0,Great application,Great application but sometimes software is doesn’t work well,,"Hi, Parent. We apologize for the inconvenience. Our team has now fixed the issue. Please clear your cache and try once again. If you still experience the same problem after clearing the cache, do email us at app.feedback@theasianparent.com. Thank you and please encourage us with a 5★ rating! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8483854478,2022-03-22T16:44:59Z,imm08080908,3,,0,Cannot search on post. Pls rectify at soonest,"Since the upgrade, cant seem to search on post/topic. Pls rectify.",,"Hi Parent. This issue has been resolved now. Thanks for bringing this to our notice. If you like your experience on the app now, do encourage us with a 5-star rating!

",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8474223957,2022-03-19T23:58:22Z,nrsbur,3,,0,Unable to search post,"I love this app as i can always search on something whenever i have doubts but eversince the recent update, im not able to search on anything. Please fix this :(",,"Hi Parent. This issue has been resolved now. Thanks for bringing this to our notice. If you like your experience on the app now, do encourage us with a 5-star rating!

",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,12343510469,2025-02-23T00:38:04Z,Sadtosayitisboring,4,,0,Good app but notifs are very depressing,"This app really provides a lot of helpful information and builds a decent community that shares a lot of important experiences from a mother’s perspective.

However, the notifications sent out regularly are really depressing. Like who starts off the day with “Unfortunately if it looks like this we suggest you to go to an OBGYN immediately” or “When doing this activity, your baby is IN PAIN during the second trimester” and all it does is it sends you to the Activities tab that you already seen to make sure you DONT do such activities. Shouldnt the app be more encouraging you to check the activities IF you have been monitoring yourself, rather than passive aggressively threatening you that IF you do this, YOUR BABY WILL SUFFER!",,"Hi there, thank you for taking the time to share this thoughtful feedback. We’re glad to hear the app, information, and community have been helpful for you, but we also understand your concerns about the tone of some notifications.

We’re sorry that the messaging came across as alarming or anxiety-inducing, especially during pregnancy when emotional wellbeing is so important. The intention behind these notifications is to raise awareness and encourage safe practices, but we understand that the wording can sometimes feel too fear-based or overwhelming.

Your feedback is extremely valuable, and we’ll share this with our content and product teams as we continue improving how we communicate important health information in a more supportive and reassuring way. Thank you again for being honest with us — it genuinely helps us do better.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9958706565,2023-05-24T00:05:07Z,MIKEYTEY,4,,0,Lagging,"It’s an amazing app, but it keeps lagging at certain options, whereby that categories can’t be opened, refreshed.",,"Please write to us at app.feedback@theasianparent.com to raise your concerns. We request you to check our pregnancy or baby tracker & community page which is a perfect place to ask questions, and share tips with other parents just like you. Please consider encouraging us with a 5★! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9225552936,2022-10-27T01:52:45Z,ImWanz,4,,0,โอเค,มันก็โอเคนะคะ,,ขอบคุณสำหรับรีวิวแอปติดตามการตั้งครรภ์และเลี้ยงลูกของเราค่ะ อย่าลืมติดตามพัฒนาการและสุขภาพของทารกในครรภ์ นับลูกดิ้น ติดตามการตั้งครรภ์ของคุณทุกวันนะคะ และโปรดให้กำลังใจทีมงานของเรา ด้วยการให้คะแนน 5 ★★★★★ ในครั้งหน้า เพื่อเราจะได้พัฒนาแอปให้โดนใจพ่อแม่อย่างคุณคุณมากยิ่งขึ้นค่ะ 😍,https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8439640916,2022-03-10T09:08:45Z,3Js Momma,4,,0,Useful informative app,"Very useful app where you can find answers to questions on pregnancy, toddler, conceiving, family related stuff!",,"Hi, Parent! Thanks for your great feedback. We are happy that you're learning about pregnancy and parenting from this app. We'll make sure that your learning experience stays top-notch! Please encourage us further with a 5★ review and invite your friends to join theAsianparent app community, too! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,8154137370,2021-12-21T16:51:53Z,KAnalyst,4,,0,Accurate and Helpful,I would prefer the nutrition amount to be back. I use it as a reference and guideline. Was very useful for first time parents,,"Hello, Parent! Thank you for the feedback and suggestions. We have conveyed this to the related team. Look forward to our next app updates. Do encourage us further by giving us a five-star review. Thank you! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,4440525328,2019-07-11T00:44:27Z,Wing bell,4,,0,Informative,The articles are quite informative and I love the polls. Very interesting questions posed for polls.,,"Hi, Parent! Thank you for your positive feedback. We are happy that our app is giving your more information and benefits about pregnancy and parenting. We hope our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,1447467096,2016-09-10T12:40:14Z,gerified,4,,0,must have for parents!,fuss free and intuitive app! consolidated notification updates need to fine tune a bit more as they don't come in timely.,,"Hi. We have made tonnes of improvements since your review. Please check out the app for new features. And if you like them, we would love a more positive review! Thanks.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,1442313435,2016-08-31T14:08:25Z,Chinadoll3k,4,,0,Useful,It's very useful for parents with children of all ages and even allows for posting questions and answers anonymously. However it tends to show in the news feeds old posts which were posted months ago.,,"Glad you like the app. This encourages us to do even better! We are happy to announce that we have fixed this snag and have added exciting new features! So check them out and if you like them, please give us a more positive review. Thanks!",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,1393765267,2016-06-13T14:10:18Z,Kuroihikari5278,4,,0,Good app for new parents,Easy to use and have lots of info for new parents,,"Glad you like the app. This encourages us to do even better! We have added new exciting features, so please check them out. If you like them, please consider giving us a more positive review! Thanks.",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9749992547,2023-03-25T11:39:22Z,CharlynB1023,5,,0,⭐️⭐️⭐️⭐️⭐️,I’m so thankful for this app. It’s really a good app especially for first time Mum like me. I get to know what are the changes with my baby’s body everyday. I also can get helpful tips from other Mums as well. Thank you!!!,,"Hi, Parent! Thank you for your positive feedback. We hope our pregnancy tracker helps you with your pregnancy and the baby tracker with your baby's growth as you cross many beautiful milestones together. Please invite fellow parents & parents-to-be to join theAsianparent app community too! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9600089606,2023-02-09T17:24:48Z,ITS AWESOME!! 💗💗,5,,0,Great app!,Thank you for including so many useful information and articles. This is my first pregnancy and I’ve many questions.  I’m checking in almost everyday to see my baby’s growth progress and the discussion board.,,"Hi, Parent! Thank you for your positive feedback. We are happy that our app is giving you useful information related to pregnancy, parenting, baby development, etc.  We hope our app continues to help you on your parenting journey.  Please do invite your friends to join theAsianparent app community! 😊",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,sg,,9056032429,2022-09-05T21:28:32Z,Celthrelmir,5,,0,"Great app , awesome content",This app helps new parents like ourselves to be more informed and mindful of the little ones. I find it very useful. Keep up the articles!!!,,"Hi, Parent! Thank you for your positive feedback. We are happy that you find our app helpful as you navigate the exciting world of parenting! Because parenting is much more fun with friends, do invite them to join theAsianparent app community too! ",https://apps.apple.com/sg/app/id1042523855?see-all=reviews
App Store,my,,14304517298,2026-07-15T02:56:07Z,sekdah,1,,0,Cannot sign up,"Cannot sign up. Then if sign in using email, have to use mobile phone for confirmation but otp not deliver",,"Hello Moms, sorry for the trouble signing up and with OTP delivery. Could you email our support team to explain more to: app.feedback@theasianparent.com? This will help us fix the delivery issue quickly. Thanks for your patience!",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,14047479011,2026-05-10T03:15:52Z,Isryh,1,,0,Data missing,Before this i love using this apps but recently my data keep on missing and need to key in my data every time i use it,,"Hi, Parents. Kami memohon maaf atas masalah yang anda alami di aplikasi kehamilan kami. Pasukan kami telah memperbaiki isu ini. Sila bersihkan cache aplikasi, dan cuba sekali lagi? Jika anda masih mengalami masalah yang sama, sila e-mel kami ke app.feedback@theasianparent.com. Jangan lupa untuk berhubung dengan ibu-ibu hamil di komuniti.😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,12177075765,2025-01-12T22:02:20Z,asiaparent,1,,0,Difficult to open the app,"although already register everytime want to open the app always asking ""are u preganant"" haiyaaa
very LAU YA!!",,"Hi, Parent! Sorry for the trouble you have experienced. May we know if your account registered as a pregnant Mom, Mom with Kid or neither of them? Please drop an email to alya@theasianparent.com so that we could help resolve the issue without delay. Thank you!",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,11943054568,2024-11-12T21:56:04Z,Sabrina@@@,1,,0,Can’t even log in,"Just downloaded the app, but it’s letting me even give my details. Like after I have put my due date, it’s stuck there. It’s neither moving forward or backwards. A very frustrating experience. Deleted the app immediately as it was no help for me. Don’t know why it has such good reviews.",,"Hi, Sabrina! We’re truly sorry for the frustrating experience you had with our app. 

If you’re willing to give us another chance, we’d love to assist you. Please email us at app.feedback@theasianparent.com with more details about the issue (e.g., device type and operating system) and screenshot (if any). 

We’re committed to making the app work seamlessly for you and appreciate your feedback in helping us improve.",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,11886753623,2024-10-29T03:31:23Z,nazlifah,1,,0,Nk tengok gambar pon susahhh,Bila tekan gambar baby…dia akan hilang 👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,,"Hi, Nazlifah! Maaf atas masalah yang anda alami. Sila hantar e-mel  beserta dengan aduan dan akaun butiran anda ke app.feedback@theasianparent.com, supaya kami boleh membantu untuk menyelesaikan isu ini. Terima kasih! 😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,11836041093,2024-10-15T09:30:36Z,Nr Aisa,1,,0,Cant login,How do i contact developer to recover my account? I cant login!,,"Hi, Aisa! Sorry for the trouble you have experienced. Kindly email your registered email with theAsianparent app to alya@theasianparent.com",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,11451214387,2024-07-03T09:03:32Z,hnazck,1,,0,Cannot change country,"Cannot change country. It always pop up please change country at header, but wheres header?????",,"Hi Hnazck! Thank you for using our app and we are sorry for the inconvenience. To change country, please go to you Profile (left top) > Edit Profile. Under ""Basic Details"" you can find Country and select from the drop down options. Thank you and we hope this helps. ",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,11036866166,2024-03-12T15:52:21Z,Feyunis,1,,0,Lagging,Always lags. Notifications dont appear,,"Hi Feyunis. Sorry for the trouble you have experienced. Please send an email with your feedback and account details to app.feedback@theasianparent.com, so that we can help to resolve the issue without delay. Thank you! 😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,10953752585,2024-02-18T20:01:51Z,nsjxheb,1,,0,Tak boleh search,Sebelum ni elok je huna. Tiba2 nak search anything dia kata tak jumpa apa2 padahal line kuat je.,,"Hi, Nsjxheb! Kami memohon maaf atas masalah yang pihak Cik alami. Kami akan memeriksa semula perkara ini secara berkala. Pihak theAsianparent akan cuba sedaya upaya menangani masalah seperti ini supaya tidak berulang. Maaf atas segala kesulitan. 🙇🏻‍♀️",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,10951936295,2024-02-18T09:50:59Z,Rhhehujja,1,,0,Super slow,Super slow app and took so much time to load,,"Hi, Rhhehujja. We apologize for the inconvenience. Our team has now fixed the issue. We are aware of this problem, and our team are currently working on solving it. We will let you know the moment we fix the issue 😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,10134192959,2023-07-13T03:10:01Z,Faisio@321,1,,0,Ads is annoying,Too many ads! It’s annoying. I try to close the tab but it still brings me to ads pages. I hate it!,,"Hi Parent, we truly appreciate your review! We take all feedback very seriously, so if you have any suggestions on how we could improve and enhance your user experience, please share them with us by emailing us at app.feedback@theasianparent.com. Please consider encouraging us with a 5★! 😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,9995347123,2023-06-03T16:02:26Z,zrashmsdin,1,,0,Cannot see baby tracker,Why suddenly cannot see baby tracker ? I want to set time for my baby sleep but when i click the button the apps stuck and cannot click anything ? Please solve my problem.,,"Hi Parent, we truly appreciate your review! We take all feedback very seriously, so if you have any suggestions on how we could improve and enhance your user experience, please share them with us by emailing us at app.feedback@theasianparent.com. Please consider encouraging us with a 5★! 😊",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,9960124137,2023-05-24T11:22:00Z,11Helena,1,,0,3D baby,Saya tidak dapat view 3D view yg disediakan.,,"Hi Helena, maaf di atas segala kesulitan yang anda hadapi. Sila screenshotkan kepada kami masalah anda pada maryam.maisya@theasianparent.com. Kami akan cuba sebaik boleh untuk member anda pengalaman yang terbaik.",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,9789765342,2023-04-05T14:33:35Z,jeffrey fernaz,1,,1,It seem the app got problem,"Everything works fine except the tracker, before update can see the baby real view 360 degree image, now cannot see anymore, once i click it it shows blank page only, please fix it ya. Tq",,"Hi Jeffrey, we truly appreciate your review! We take all feedback very seriously, so if you have any suggestions on how we could improve and enhance your user experience, please share them with us by emailing us at app.feedback@theasianparent.com.",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,9602040173,2023-02-10T08:12:02Z,anssnrdn,1,,0,Cant login using my email,"Hi, why I cant login the apps using my email. Been asking for your admin to help but theres  no feedback",,"Hi Dear, apologies for the delay in getting back to you. May i know are you still facing with the issue?",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,9071234486,2022-09-10T15:51:45Z,are1119,1,,0,Lost all my photos,Fixed the problem,,"Hi. Sorry for the trouble you have experienced. Please send an email with your feedback and account details to app.feedback@theasianparent.com, so that we can help to resolve the issue without delay. Thank you! 😊 Do encourage us further with a 5-star rating!",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,8440592906,2022-03-10T15:08:22Z,oev93,1,,0,In-app Language,May I know how to change language in the app? It keep changing to the language I could barely understand. Thanks,,"Thank you for using our app and we are sorry for the inconvenience. Please go to your User Profile on the top left of the screen, scroll down until you find ""Change Language"". You may select your preferred language there. Do drop us an email at app.feedback@theasianparent.com if the issue persists. ",https://apps.apple.com/my/app/id1042523855?see-all=reviews
App Store,my,,8281775068,2022-01-25T17:04:55Z,mnndnm,1,,0,Stupid setting and cannot log in to apps,"This app has a stupid setting!!! I have unfollowed ‘sembang rawak’ topics for multiple times because they are so ridiculous to follow but it keeps appearing in my feed!!!! So stupid i hate it because it asked stupid question just so people to respond!!! Plus its always on the highlight/top while people who really want to ask question left unanswered because people didnt realize due to having so many stupid question/quiz asked on sembang rawak!!
Plus, the feed is stupid. If u scroll2 more below it will be repetitive question!!! Very incompetent app!! 
I uninstalled the app and re installed it back, when i want to log in it denied me saying i need to put correct pssword! I have requested twice for password reset and when i want to log in it still denied me!!! Very stupid app!!",,"Hi. Sorry for the trouble you have experienced. Please send an email with your feedback and account details to app.feedback@theasianparent.com, so that we can help to resolve the issue without delay. Thank you! 😊 Do encourage us further with a 5-star rating!",https://apps.apple.com/my/app/id1042523855?see-all=reviews
